61aa52478ae8ee306d5dcf52,5GRCWGJ8+M9,72a73f5a87f63ee22abfcf7899d21fca,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,9801,13453,GPS,L.T.Desta,ICRAF, PO Box 30677, Nairobi, 00100, Kenya,28.51594667,-13.06836667,30.0,Africa Soil Information Service (AfSIS-1),the World Agroforestry Centre (ICRAF), Crop Nutrition Laboratory Services Ltd. (CROPNUTS), and Rothamsted Research (RRES),AFSIS1.SSL,ICRAF, PO Box 30677, Nairobi, 00100, Kenya,ODC Open Database License,https://opendatacommons.org/licenses/odbl/,Keith Shepherd,afsis.info@africasoils.net,1.0,0.0,20.0,icr056181
61aa524d8ae8ee306d5e51f6,,aea4f3f5b6e793d797473650ddbb6915,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,15303,15303,County centroids,USDA Natural Resource Conservation Service (NRCS) staff,USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE,-79.34158,33.44496,25898.597475427,Kellogg Soil Survey Laboratory database,USDA, Soil and Plant Science Division, National Soil Survey Center,KSSL.SSL,https://ncsslabdatamart.sc.egov.usda.gov/,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,Scarlett Murphy,Scarlett.Murphy@usda.gov,66.0,45.0,96.0,65027
61aa524d8ae8ee306d5e51fc,,38aae010a444b0dbbbee14c61b4017c2,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,15303,15303,County centroids,USDA Natural Resource Conservation Service (NRCS) staff,USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE,-98.20405,47.9336,28449.858629797,Kellogg Soil Survey Laboratory database,USDA, Soil and Plant Science Division, National Soil Survey Center,KSSL.SSL,https://ncsslabdatamart.sc.egov.usda.gov/,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,Scarlett Murphy,Scarlett.Murphy@usda.gov,124.0,0.0,5.0,65039
61aa524d8ae8ee306d5e51fe,,4c3bbeac327140f9de54e86ad98e1af6,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,15303,15303,County centroids,USDA Natural Resource Conservation Service (NRCS) staff,USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE,-98.20405,47.9336,28449.858629797,Kellogg Soil Survey Laboratory database,USDA, Soil and Plant Science Division, National Soil Survey Center,KSSL.SSL,https://ncsslabdatamart.sc.egov.usda.gov/,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,Scarlett Murphy,Scarlett.Murphy@usda.gov,127.0,68.0,80.0,65042
61aa524d8ae8ee306d5e5213,,d4c6ad142c9018ac48c3f0b10f7d9c57,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,15303,15303,GPS,USDA Natural Resource Conservation Service (NRCS) staff,USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE,-153.92665,69.694275,30.0,Kellogg Soil Survey Laboratory database,USDA, Soil and Plant Science Division, National Soil Survey Center,KSSL.SSL,https://ncsslabdatamart.sc.egov.usda.gov/,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,Scarlett Murphy,Scarlett.Murphy@usda.gov,16.0,30.0,95.0,65085
61aa524d8ae8ee306d5e521e,,dd3915f642b3304770608bf2d36a1346,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,15303,15303,GPS,USDA Natural Resource Conservation Service (NRCS) staff,USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE,-153.92665,69.694275,30.0,Kellogg Soil Survey Laboratory database,USDA, Soil and Plant Science Division, National Soil Survey Center,KSSL.SSL,https://ncsslabdatamart.sc.egov.usda.gov/,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,Scarlett Murphy,Scarlett.Murphy@usda.gov,24.0,0.0,30.0,65093
61aa524d8ae8ee306d5e5227,,671e904839e2165b68a33935d6d0b689,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,15303,15303,County centroids,USDA Natural Resource Conservation Service (NRCS) staff,USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE,-89.648985,35.74251,19725.581363333,Kellogg Soil Survey Laboratory database,USDA, Soil and Plant Science Division, National Soil Survey Center,KSSL.SSL,https://ncsslabdatamart.sc.egov.usda.gov/,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,Scarlett Murphy,Scarlett.Murphy@usda.gov,14.0,7.0,30.0,65118
61aa524d8ae8ee306d5e5234,,ec730b8d8c471f0e7a0b4855ec716d0d,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,15303,15303,County centroids,USDA Natural Resource Conservation Service (NRCS) staff,USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE,-69.90977,45.57573,56880.049534586,Kellogg Soil Survey Laboratory database,USDA, Soil and Plant Science Division, National Soil Survey Center,KSSL.SSL,https://ncsslabdatamart.sc.egov.usda.gov/,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,Scarlett Murphy,Scarlett.Murphy@usda.gov,36.0,0.0,14.0,65128
61aa524d8ae8ee306d5e523e,,5b94f80fbbb26af9fcc7b57a84440a9c,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,15303,15303,County centroids,USDA Natural Resource Conservation Service (NRCS) staff,USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE,-86.063835,42.24495,22384.653201925,Kellogg Soil Survey Laboratory database,USDA, Soil and Plant Science Division, National Soil Survey Center,KSSL.SSL,https://ncsslabdatamart.sc.egov.usda.gov/,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,Scarlett Murphy,Scarlett.Murphy@usda.gov,28.0,32.0,47.0,65151
61aa524d8ae8ee306d5e5266,,60ed7323eab8ecee9e4942c8bc3f4585,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,15303,15303,County centroids,USDA Natural Resource Conservation Service (NRCS) staff,USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE,-71.648605,41.40035,16476.129352822,Kellogg Soil Survey Laboratory database,USDA, Soil and Plant Science Division, National Soil Survey Center,KSSL.SSL,https://ncsslabdatamart.sc.egov.usda.gov/,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,Scarlett Murphy,Scarlett.Murphy@usda.gov,51.0,0.0,8.0,65241
61aa524d8ae8ee306d5e5277,,c8e71d9f304b27c0e45f3e1c661e4df5,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,15303,15303,GPS,USDA Natural Resource Conservation Service (NRCS) staff,USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE,-153.92665,69.694275,30.0,Kellogg Soil Survey Laboratory database,USDA, Soil and Plant Science Division, National Soil Survey Center,KSSL.SSL,https://ncsslabdatamart.sc.egov.usda.gov/,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,Scarlett Murphy,Scarlett.Murphy@usda.gov,46.0,18.0,40.0,65300
61aa524d8ae8ee306d5e5285,,1d5c16879ca67be391d2ff6c1f1ed3ac,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,15303,15303,County centroids,USDA Natural Resource Conservation Service (NRCS) staff,USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE,-71.098655,41.788215,21353.373510091,Kellogg Soil Survey Laboratory database,USDA, Soil and Plant Science Division, National Soil Survey Center,KSSL.SSL,https://ncsslabdatamart.sc.egov.usda.gov/,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,Scarlett Murphy,Scarlett.Murphy@usda.gov,67.0,0.0,5.0,65308
61aa524d8ae8ee306d5e5288,,53fc694a0c8cd965534729daf5ad6950,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,15303,15303,County centroids,USDA Natural Resource Conservation Service (NRCS) staff,USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE,-71.098655,41.788215,21353.373510091,Kellogg Soil Survey Laboratory database,USDA, Soil and Plant Science Division, National Soil Survey Center,KSSL.SSL,https://ncsslabdatamart.sc.egov.usda.gov/,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,Scarlett Murphy,Scarlett.Murphy@usda.gov,73.0,78.0,100.0,65319
61aa524d8ae8ee306d5e5299,,cb6eb2577645fa2eaa740981ea9d95a2,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,15303,15303,County centroids,USDA Natural Resource Conservation Service (NRCS) staff,USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE,-71.896865,42.36481,35290.318337956,Kellogg Soil Survey Laboratory database,USDA, Soil and Plant Science Division, National Soil Survey Center,KSSL.SSL,https://ncsslabdatamart.sc.egov.usda.gov/,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,Scarlett Murphy,Scarlett.Murphy@usda.gov,94.0,8.0,50.0,65344
61aa524d8ae8ee306d5e52ac,,c2eeaacb03e0bb62d5ffb626a9a3b79d,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,15303,15303,County centroids,USDA Natural Resource Conservation Service (NRCS) staff,USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE,-69.30463,45.792365,57144.958089519,Kellogg Soil Survey Laboratory database,USDA, Soil and Plant Science Division, National Soil Survey Center,KSSL.SSL,https://ncsslabdatamart.sc.egov.usda.gov/,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,Scarlett Murphy,Scarlett.Murphy@usda.gov,97.0,0.0,4.0,65347
61aa524d8ae8ee306d5e52c8,,9b7a0234ffb5aaa254c75241b573afb0,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,15303,15303,County centroids,USDA Natural Resource Conservation Service (NRCS) staff,USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE,-72.588405,43.59204,28272.562371682,Kellogg Soil Survey Laboratory database,USDA, Soil and Plant Science Division, National Soil Survey Center,KSSL.SSL,https://ncsslabdatamart.sc.egov.usda.gov/,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,Scarlett Murphy,Scarlett.Murphy@usda.gov,131.0,0.0,3.0,65381
61aa524d8ae8ee306d5e52ee,,d37b71218909e961e5959d56659c9839,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,15303,15303,County centroids,USDA Natural Resource Conservation Service (NRCS) staff,USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE,-95.29207,38.21415,21860.271968279,Kellogg Soil Survey Laboratory database,USDA, Soil and Plant Science Division, National Soil Survey Center,KSSL.SSL,https://ncsslabdatamart.sc.egov.usda.gov/,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,Scarlett Murphy,Scarlett.Murphy@usda.gov,53.0,56.0,66.0,65436
61aa524d8ae8ee306d5e5336,,9ac284b01e820b86b9dd72be309f85fe,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,15303,15303,County centroids,USDA Natural Resource Conservation Service (NRCS) staff,USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE,-81.917345,33.754535,20311.02455746,Kellogg Soil Survey Laboratory database,USDA, Soil and Plant Science Division, National Soil Survey Center,KSSL.SSL,https://ncsslabdatamart.sc.egov.usda.gov/,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,Scarlett Murphy,Scarlett.Murphy@usda.gov,223.0,0.0,1.0,65569
61aa524d8ae8ee306d5e533a,,ce521a6cd1e1ff6e0a6048414df95158,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,15303,15303,County centroids,USDA Natural Resource Conservation Service (NRCS) staff,USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE,-84.458325,34.242945,18631.919163929,Kellogg Soil Survey Laboratory database,USDA, Soil and Plant Science Division, National Soil Survey Center,KSSL.SSL,https://ncsslabdatamart.sc.egov.usda.gov/,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,Scarlett Murphy,Scarlett.Murphy@usda.gov,228.0,0.0,4.0,65574
61aa524d8ae8ee306d5e5340,,f71ef81c662b98784acdb1b0ff00b818,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,15303,15303,County centroids,USDA Natural Resource Conservation Service (NRCS) staff,USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE,-80.797485,33.44202,30197.011034086,Kellogg Soil Survey Laboratory database,USDA, Soil and Plant Science Division, National Soil Survey Center,KSSL.SSL,https://ncsslabdatamart.sc.egov.usda.gov/,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,Scarlett Murphy,Scarlett.Murphy@usda.gov,233.0,3.0,6.0,65579
61aa524d8ae8ee306d5e5368,,b5f819e26e1b8ccede41a33af67c64a3,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,15303,15303,County centroids,USDA Natural Resource Conservation Service (NRCS) staff,USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE,-81.738605,30.55156,23124.661488604,Kellogg Soil Survey Laboratory database,USDA, Soil and Plant Science Division, National Soil Survey Center,KSSL.SSL,https://ncsslabdatamart.sc.egov.usda.gov/,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,Scarlett Murphy,Scarlett.Murphy@usda.gov,276.0,0.0,1.0,65628
61aa524d8ae8ee306d5e538b,,8a5ea3146781e9c2cf42dcf081205974,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,15303,15303,County centroids,USDA Natural Resource Conservation Service (NRCS) staff,USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE,-92.31768,43.060195,20391.678253961,Kellogg Soil Survey Laboratory database,USDA, Soil and Plant Science Division, National Soil Survey Center,KSSL.SSL,https://ncsslabdatamart.sc.egov.usda.gov/,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,Scarlett Murphy,Scarlett.Murphy@usda.gov,33.0,89.0,107.0,65689
61aa524d8ae8ee306d5e53bf,,e143f2e6c276ef174a0ac53630335640,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,15303,15303,County centroids,USDA Natural Resource Conservation Service (NRCS) staff,USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE,-81.62056,35.011695,17995.639220831,Kellogg Soil Survey Laboratory database,USDA, Soil and Plant Science Division, National Soil Survey Center,KSSL.SSL,https://ncsslabdatamart.sc.egov.usda.gov/,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,Scarlett Murphy,Scarlett.Murphy@usda.gov,309.0,0.0,1.0,65897
61aa524d8ae8ee306d5e53f6,,fa4d4173010f1596c1b3fa47493aaa62,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,15303,15303,County centroids,USDA Natural Resource Conservation Service (NRCS) staff,USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE,-80.666435,32.80979,29512.56203198,Kellogg Soil Survey Laboratory database,USDA, Soil and Plant Science Division, National Soil Survey Center,KSSL.SSL,https://ncsslabdatamart.sc.egov.usda.gov/,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,Scarlett Murphy,Scarlett.Murphy@usda.gov,360.0,0.0,2.0,65966
61aa524d8ae8ee306d5e540e,,34fbb753c73deef678109c349b6cbf74,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,15303,15303,County centroids,USDA Natural Resource Conservation Service (NRCS) staff,USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE,-79.389635,36.04668,18683.573024441,Kellogg Soil Survey Laboratory database,USDA, Soil and Plant Science Division, National Soil Survey Center,KSSL.SSL,https://ncsslabdatamart.sc.egov.usda.gov/,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,Scarlett Murphy,Scarlett.Murphy@usda.gov,383.0,0.0,3.0,65994
61aa524d8ae8ee306d5e543a,,e68d95c0db15c013678c62638a7b8acb,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,15303,15303,County centroids,USDA Natural Resource Conservation Service (NRCS) staff,USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE,-81.715005,30.344695,25077.988561935,Kellogg Soil Survey Laboratory database,USDA, Soil and Plant Science Division, National Soil Survey Center,KSSL.SSL,https://ncsslabdatamart.sc.egov.usda.gov/,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,Scarlett Murphy,Scarlett.Murphy@usda.gov,436.0,0.0,3.0,66075
61aa524d8ae8ee306d5e543e,,beab105a740056efe867b95bcb90b82d,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,15303,15303,County centroids,USDA Natural Resource Conservation Service (NRCS) staff,USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE,-81.715005,30.344695,25077.988561935,Kellogg Soil Survey Laboratory database,USDA, Soil and Plant Science Division, National Soil Survey Center,KSSL.SSL,https://ncsslabdatamart.sc.egov.usda.gov/,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,Scarlett Murphy,Scarlett.Murphy@usda.gov,437.0,3.0,6.0,66076
61aa524d8ae8ee306d5e547a,,164b811686cfc4fda9bc8195c1d2c382,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,15303,15303,County centroids,USDA Natural Resource Conservation Service (NRCS) staff,USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE,-96.98746,36.093665,23758.972223773,Kellogg Soil Survey Laboratory database,USDA, Soil and Plant Science Division, National Soil Survey Center,KSSL.SSL,https://ncsslabdatamart.sc.egov.usda.gov/,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,Scarlett Murphy,Scarlett.Murphy@usda.gov,227.0,0.0,1.0,66334
61aa524d8ae8ee306d5e54ca,,5d767a83784cdad70272172fe5508204,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,15303,15303,County centroids,USDA Natural Resource Conservation Service (NRCS) staff,USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE,-69.90977,45.57573,56880.049534586,Kellogg Soil Survey Laboratory database,USDA, Soil and Plant Science Division, National Soil Survey Center,KSSL.SSL,https://ncsslabdatamart.sc.egov.usda.gov/,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,Scarlett Murphy,Scarlett.Murphy@usda.gov,98.0,0.0,20.0,66546
61aa524d8ae8ee306d5e54ce,,e81e7408aa64be981a91c4c742b33c57,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,15303,15303,County centroids,USDA Natural Resource Conservation Service (NRCS) staff,USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE,-68.886825,46.51617,74160.436400311,Kellogg Soil Survey Laboratory database,USDA, Soil and Plant Science Division, National Soil Survey Center,KSSL.SSL,https://ncsslabdatamart.sc.egov.usda.gov/,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,Scarlett Murphy,Scarlett.Murphy@usda.gov,103.0,0.0,125.0,66551
61aa524d8ae8ee306d5e54ec,,84b32980285d28e8494ac83165baac75,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,15303,15303,County centroids,USDA Natural Resource Conservation Service (NRCS) staff,USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE,-91.216225,41.24847,18199.667165711,Kellogg Soil Survey Laboratory database,USDA, Soil and Plant Science Division, National Soil Survey Center,KSSL.SSL,https://ncsslabdatamart.sc.egov.usda.gov/,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,Scarlett Murphy,Scarlett.Murphy@usda.gov,50.0,0.0,15.0,66705
61aa524d8ae8ee306d5e54f0,,89c81e9c2f0b76139c8c059029e83a26,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,15303,15303,County centroids,USDA Natural Resource Conservation Service (NRCS) staff,USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE,-88.99599,36.86315,12496.929484257,Kellogg Soil Survey Laboratory database,USDA, Soil and Plant Science Division, National Soil Survey Center,KSSL.SSL,https://ncsslabdatamart.sc.egov.usda.gov/,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,Scarlett Murphy,Scarlett.Murphy@usda.gov,24.0,96.0,123.0,66895
61aa524d8ae8ee306d5e5500,,14cb07110c88c1e7d0d54474654143c9,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,15303,15303,County centroids,USDA Natural Resource Conservation Service (NRCS) staff,USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE,-76.208015,35.796615,17948.952650401,Kellogg Soil Survey Laboratory database,USDA, Soil and Plant Science Division, National Soil Survey Center,KSSL.SSL,https://ncsslabdatamart.sc.egov.usda.gov/,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,Scarlett Murphy,Scarlett.Murphy@usda.gov,456.0,0.0,,66945
61aa524d8ae8ee306d5e5505,,913034dd0b1b8c3d5bcccbac38d13b9a,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,15303,15303,County centroids,USDA Natural Resource Conservation Service (NRCS) staff,USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE,-76.701815,36.426415,16757.30173074,Kellogg Soil Survey Laboratory database,USDA, Soil and Plant Science Division, National Soil Survey Center,KSSL.SSL,https://ncsslabdatamart.sc.egov.usda.gov/,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,Scarlett Murphy,Scarlett.Murphy@usda.gov,459.0,0.0,,66952
61aa524d8ae8ee306d5e5509,,2bbaa0aa71a11e9c7a46b6f0c0359ab8,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,15303,15303,County centroids,USDA Natural Resource Conservation Service (NRCS) staff,USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE,-76.701815,36.426415,16757.30173074,Kellogg Soil Survey Laboratory database,USDA, Soil and Plant Science Division, National Soil Survey Center,KSSL.SSL,https://ncsslabdatamart.sc.egov.usda.gov/,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,Scarlett Murphy,Scarlett.Murphy@usda.gov,458.0,27.0,100.0,66948
61aa524d8ae8ee306d5e552d,,40dbb397551c3ff535b6f294dc20f65e,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,15303,15303,County centroids,USDA Natural Resource Conservation Service (NRCS) staff,USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE,-76.1945,35.38516,22468.162834655,Kellogg Soil Survey Laboratory database,USDA, Soil and Plant Science Division, National Soil Survey Center,KSSL.SSL,https://ncsslabdatamart.sc.egov.usda.gov/,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,Scarlett Murphy,Scarlett.Murphy@usda.gov,495.0,0.0,,67020
61aa524d8ae8ee306d5e5531,,316c96a826f4adba64ed17d43ba4afc0,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,15303,15303,County centroids,USDA Natural Resource Conservation Service (NRCS) staff,USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE,-76.1945,35.38516,22468.162834655,Kellogg Soil Survey Laboratory database,USDA, Soil and Plant Science Division, National Soil Survey Center,KSSL.SSL,https://ncsslabdatamart.sc.egov.usda.gov/,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,Scarlett Murphy,Scarlett.Murphy@usda.gov,498.0,33.0,,67035
61aa524d8ae8ee306d5e5533,,7fdd7100f8bcb301923df02819f21fc8,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,15303,15303,County centroids,USDA Natural Resource Conservation Service (NRCS) staff,USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE,-76.1945,35.38516,22468.162834655,Kellogg Soil Survey Laboratory database,USDA, Soil and Plant Science Division, National Soil Survey Center,KSSL.SSL,https://ncsslabdatamart.sc.egov.usda.gov/,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,Scarlett Murphy,Scarlett.Murphy@usda.gov,499.0,0.0,,67036
61aa524d8ae8ee306d5e5566,,92c0aa24a78d782b9bb04ee38dede147,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,15303,15303,County centroids,USDA Natural Resource Conservation Service (NRCS) staff,USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE,-80.495925,25.558425,39563.791899322,Kellogg Soil Survey Laboratory database,USDA, Soil and Plant Science Division, National Soil Survey Center,KSSL.SSL,https://ncsslabdatamart.sc.egov.usda.gov/,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,Scarlett Murphy,Scarlett.Murphy@usda.gov,153.0,36.0,50.0,67249
61aa524d8ae8ee306d5e556f,,446ab634ae06de2b62f2b38bdbe05a58,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,15303,15303,GPS,USDA Natural Resource Conservation Service (NRCS) staff,USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE,-122.941375,38.48144,30.0,Kellogg Soil Survey Laboratory database,USDA, Soil and Plant Science Division, National Soil Survey Center,KSSL.SSL,https://ncsslabdatamart.sc.egov.usda.gov/,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,Scarlett Murphy,Scarlett.Murphy@usda.gov,127.0,0.0,,78164
61aa524d8ae8ee306d5e559e,,7aca14a76248b4f5549d31806ae11644,Open Soil Spectroscopy Library,https://soilspectroscopy.github.io,15303,15303,County centroids,USDA Natural Resource Conservation Service (NRCS) staff,USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE,-81.35936,26.160055,40594.148523323,Kellogg Soil Survey Laboratory database,USDA, Soil and Plant Science Division, National Soil Survey Center,KSSL.SSL,https://ncsslabdatamart.sc.egov.usda.gov/,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,Scarlett Murphy,Scarlett.Murphy@usda.gov,159.0,93.0,125.0,67712
